"group","gender","metric","value"
"Xilio","Men","life_satisfaction",5.97
"Xilio","Men","life_satisfaction",8.54
"Xilio","Men","life_satisfaction",6.57
"Xilio","Men","life_satisfaction",5.17
"Xilio","Men","life_satisfaction",7.27
"Xilio","Men","life_satisfaction",6.79
"Xilio","Men","life_satisfaction",7.01
"Xilio","Men","life_satisfaction",7.58
"Xilio","Men","life_satisfaction",6.44
"Xilio","Men","life_satisfaction",7.97
"Xilio","Men","life_satisfaction",6.67
"Xilio","Men","life_satisfaction",7.5
"Xilio","Men","life_satisfaction",8.65
"Xilio","Men","life_satisfaction",7.65
"Xilio","Men","life_satisfaction",6.51
"Xilio","Men","life_satisfaction",8.72
"Xilio","Men","life_satisfaction",8.49
"Xilio","Men","life_satisfaction",7.82
"Xilio","Men","life_satisfaction",7.36
"Xilio","Men","life_satisfaction",6.06
"Xilio","Men","life_satisfaction",9.04
"Xilio","Men","life_satisfaction",6.1
"Xilio","Men","life_satisfaction",10
"Xilio","Men","life_satisfaction",9.3
"Xilio","Men","life_satisfaction",6.65
"Xilio","Men","life_satisfaction",5.46
"Xilio","Men","sleep_hours",51.74
"Xilio","Men","sleep_hours",57.54
"Xilio","Men","sleep_hours",54.52
"Xilio","Men","sleep_hours",53.91
"Xilio","Men","sleep_hours",50.29
"Xilio","Men","sleep_hours",55.73
"Xilio","Men","sleep_hours",51.29
"Xilio","Men","sleep_hours",45.99
"Xilio","Men","sleep_hours",53.72
"Xilio","Men","sleep_hours",61.51
"Xilio","Men","sleep_hours",52.55
"Xilio","Men","sleep_hours",59.65
"Xilio","Men","sleep_hours",46.29
"Xilio","Men","sleep_hours",55.67
"Xilio","Men","sleep_hours",59.12
"Xilio","Men","sleep_hours",57.81
"Xilio","Men","sleep_hours",56.63
"Xilio","Men","sleep_hours",52.16
"Xilio","Men","sleep_hours",50.9
"Xilio","Men","sleep_hours",49.86
"Xilio","Men","sleep_hours",56.71
"Xilio","Men","sleep_hours",50.32
"Xilio","Men","sleep_hours",53.06
"Xilio","Men","sleep_hours",54.46
"Xilio","Men","sleep_hours",67.06
"Xilio","Men","sleep_hours",52.09
"Xilio","Men","sleep_hours",57.41
"Xilio","Men","sleep_hours",56.47
"Xilio","Men","sleep_hours",50.23
"Xilio","Men","sleep_hours",55.57
"Xilio","Men","sleep_hours",64.67
"Xilio","Men","sleep_hours",58.71
"Xilio","Men","sleep_hours",56.25
"Xilio","Men","sleep_hours",53.47
"Xilio","Men","sleep_hours",43.68
"Xilio","Men","sleep_hours",62.79
"Xilio","Men","sleep_hours",47.24
"Xilio","Men","sleep_hours",60.44
"Xilio","Men","sleep_hours",67.45
"Xilio","Men","sleep_hours",47.34
"Xilio","Men","sleep_hours",60.21
"Xilio","Men","sleep_hours",54.43
"Xilio","Men","sleep_hours",46.57
"Xilio","Men","sleep_hours",46.91
"Xilio","Men","sleep_hours",46.39
"Xilio","Men","sleep_hours",52.81
"Xilio","Men","sleep_hours",47.23
"Xilio","Men","sleep_hours",60.13
"Xilio","Men","sleep_hours",68.6
"Xilio","Men","sleep_hours",48.28
"Xilio","Men","sleep_hours",60.73
"Xilio","Men","sleep_hours",60.61
"Xilio","Men","sleep_hours",57.99
"Xilio","Men","sleep_hours",49.95
"Xilio","Men","sleep_hours",55.28
"Xilio","Men","sleep_hours",54.32
"Xilio","Men","sleep_hours",59.38
"Xilio","Men","sleep_hours",53.77
"Xilio","Men","sleep_hours",61.86
"Xilio","Men","sleep_hours",53.75
"Xilio","Men","sleep_hours",62.32
"Xilio","Men","sleep_hours",49.7
"Xilio","Men","sleep_hours",48.44
"Xilio","Men","sleep_hours",70
"Xilio","Men","sleep_hours",53.5
"Xilio","Men","sleep_hours",57.79
"Xilio","Men","sleep_hours",59.82
"Xilio","Men","sleep_hours",53.1
"Xilio","Men","sleep_hours",59.1
"Xilio","Men","sleep_hours",58.21
"Xilio","Men","sleep_hours",54.71
"Xilio","Men","sleep_hours",56.39
"Xilio","Men","sleep_hours",55.8
"Xilio","Men","sleep_hours",68.77
"Xilio","Men","sleep_hours",51.55
"Xilio","Men","sleep_hours",49.42
"Xilio","Men","sleep_hours",56.23
"Xilio","Men","sleep_hours",57.86
"Xilio","Men","sleep_hours",58.62
"Xilio","Men","sleep_hours",53.25
"Xilio","Men","sleep_hours",49.62
"Xilio","Men","sleep_hours",63.58
"Xilio","Men","sleep_hours",53.9
"Xilio","Men","sleep_hours",50.81
"Xilio","Men","sleep_hours",54.58
"Xilio","Men","sleep_hours",54.82
"Xilio","Men","sleep_hours",62.66
"Xilio","Men","sleep_hours",56.51
"Xilio","Men","sleep_hours",60.52
"Xilio","Men","sleep_hours",53
"Xilio","Men","sleep_hours",57.29
"Xilio","Men","sleep_hours",54.05
"Xilio","Men","sleep_hours",56.57
"Xilio","Men","sleep_hours",50.63
"Xilio","Men","sleep_hours",48.14
"Xilio","Men","sleep_hours",67.98
"Xilio","Men","sleep_hours",59.6
"Xilio","Men","sleep_hours",48.49
"Xilio","Men","sleep_hours",52.33
"Xilio","Men","sleep_hours",48.89
"Xilio","Men","work_hours",57.59
"Xilio","Men","work_hours",50.5
"Xilio","Men","work_hours",37.88
"Xilio","Men","work_hours",44.35
"Xilio","Men","work_hours",36.69
"Xilio","Men","work_hours",36.19
"Xilio","Men","work_hours",33.69
"Xilio","Men","work_hours",35.24
"Xilio","Men","work_hours",53.21
"Xilio","Men","work_hours",39.57
"Xilio","Men","work_hours",40.95
"Xilio","Men","work_hours",41.95
"Xilio","Men","work_hours",49.86
"Xilio","Men","work_hours",35.87
"Xilio","Men","work_hours",32.06
"Xilio","Men","work_hours",53.41
"Xilio","Men","work_hours",36.47
"Xilio","Men","work_hours",34.22
"Xilio","Men","work_hours",30.11
"Xilio","Men","work_hours",29.72
"Xilio","Men","work_hours",35.41
"Xilio","Men","work_hours",44.94
"Xilio","Men","work_hours",48.88
"Xilio","Men","work_hours",45.66
"Xilio","Men","work_hours",37.09
"Xilio","Men","work_hours",40.48
"Xilio","Men","work_hours",34.36
"Xilio","Men","work_hours",34.26
"Xilio","Men","work_hours",47.08
"Xilio","Men","work_hours",31.88
"Xilio","Men","work_hours",55.64
"Xilio","Men","work_hours",39.28
"Xilio","Men","work_hours",41.72
"Xilio","Men","work_hours",34.09
"Xilio","Men","work_hours",35.4
"Xilio","Men","work_hours",29.46
"Xilio","Men","work_hours",38.54
"Xilio","Men","work_hours",43.35
"Xilio","Men","work_hours",42.59
"Xilio","Men","work_hours",33.75
"Xilio","Men","work_hours",33.69
"Xilio","Men","work_hours",35.98
"Xilio","Men","work_hours",51.97
"Xilio","Men","work_hours",30.9
"Xilio","Men","work_hours",38.57
"Xilio","Men","work_hours",55.22
"Xilio","Men","work_hours",39.19
"Xilio","Men","work_hours",29.12
"Xilio","Men","work_hours",34.68
"Xilio","Men","work_hours",43.88
"Xilio","Men","work_hours",37
"Xilio","Men","work_hours",35.5
"Xilio","Men","work_hours",37.25
"Xilio","Men","work_hours",40.72
"Xilio","Men","work_hours",52.79
"Xilio","Men","work_hours",39.29
"Xilio","Men","work_hours",48.65
"Xilio","Men","work_hours",45.05
"Xilio","Men","work_hours",39.09
"Xilio","Men","work_hours",27.74
"Xilio","Men","work_hours",35.83
"Xilio","Men","work_hours",36.08
"Xilio","Men","work_hours",40.38
"Xilio","Men","work_hours",50.4
"Xilio","Men","work_hours",58.34
"Xilio","Men","work_hours",52.38
"Xilio","Men","work_hours",38.93
"Xilio","Men","work_hours",25.95
"Xilio","Men","work_hours",36.89
"Xilio","Men","work_hours",40.71
"Xilio","Men","work_hours",46.76
"Xilio","Men","work_hours",47.7
"Xilio","Men","work_hours",45.47
"Xilio","Men","work_hours",28.84
"Xilio","Men","work_hours",46.8
"Xilio","Men","work_hours",36.43
"Xilio","Men","work_hours",41.4
"Xilio","Men","work_hours",40.6
"Xilio","Men","work_hours",43.43
"Xilio","Men","work_hours",40.2
"Xilio","Men","work_hours",26.66
"Xilio","Men","work_hours",45.89
"Xilio","Men","work_hours",43.09
"Xilio","Men","work_hours",37.87
"Xilio","Men","work_hours",40.95
"Xilio","Men","work_hours",41.07
"Xilio","Men","work_hours",41.77
"Xilio","Men","work_hours",53.13
"Xilio","Men","work_hours",38.25
"Xilio","Men","work_hours",41.34
"Xilio","Men","work_hours",49.35
"Xilio","Men","work_hours",48.43
"Xilio","Men","work_hours",49.16
"Xilio","Men","work_hours",35.38
"Xilio","Men","work_hours",56.02
"Xilio","Men","work_hours",40.53
"Xilio","Men","work_hours",54.93
"Xilio","Men","work_hours",29.19
"Xilio","Men","work_hours",40.17
"Xilio","Men","work_hours",50
"Xilio","Men","caregiven_hours",6.42
"Xilio","Men","caregiven_hours",6.24
"Xilio","Men","caregiven_hours",5.31
"Xilio","Men","caregiven_hours",4.74
"Xilio","Men","caregiven_hours",7.81
"Xilio","Men","caregiven_hours",11.66
"Xilio","Men","caregiven_hours",0
"Xilio","Men","caregiven_hours",11.06
"Xilio","Men","caregiven_hours",16.18
"Xilio","Men","caregiven_hours",20.19
"Xilio","Men","caregiven_hours",16.51
"Xilio","Men","caregiven_hours",13.78
"Xilio","Men","caregiven_hours",1.37
"Xilio","Men","caregiven_hours",6.99
"Xilio","Men","caregiven_hours",8.24
"Xilio","Men","caregiven_hours",13.52
"Xilio","Men","caregiven_hours",9.47
"Xilio","Men","caregiven_hours",3.71
"Xilio","Men","caregiven_hours",18.42
"Xilio","Men","caregiven_hours",14.56
"Xilio","Men","caregiven_hours",11.19
"Xilio","Men","caregiven_hours",16.09
"Xilio","Men","caregiven_hours",3.31
"Xilio","Men","caregiven_hours",13.3
"Xilio","Men","caregiven_hours",7.39
"Xilio","Men","caregiven_hours",13.42
"Xilio","Men","caregiven_hours",9.7
"Xilio","Men","caregiven_hours",13.16
"Xilio","Men","caregiven_hours",16.68
"Xilio","Men","caregiven_hours",10.04
"Xilio","Men","caregiven_hours",15.09
"Xilio","Men","caregiven_hours",4.06
"Xilio","Men","caregiven_hours",6.39
"Xilio","Men","caregiven_hours",17.6
"Xilio","Men","caregiven_hours",11.89
"Xilio","Men","caregiven_hours",0
"Xilio","Men","caregiven_hours",3.18
"Xilio","Men","caregiven_hours",9
"Xilio","Men","caregiven_hours",14.33
"Xilio","Men","caregiven_hours",9.49
"Xilio","Men","caregiven_hours",13.12
"Xilio","Men","caregiven_hours",14.8
"Xilio","Men","caregiven_hours",18.36
"Xilio","Men","caregiven_hours",10.28
"Xilio","Men","caregiven_hours",9.74
"Xilio","Men","caregiven_hours",1.23
"Xilio","Men","caregiven_hours",10.5
"Xilio","Men","caregiven_hours",7.14
"Xilio","Men","caregiven_hours",5.13
"Xilio","Men","caregiven_hours",9.1
"Xilio","Men","caregiven_hours",15.07
"Xilio","Men","caregiven_hours",0.04
"Xilio","Men","caregiven_hours",7.86
"Xilio","Men","caregiven_hours",10.58
"Xilio","Men","caregiven_hours",5.53
"Xilio","Men","caregiven_hours",11.67
"Xilio","Men","caregiven_hours",12.06
"Xilio","Men","caregiven_hours",9.83
"Xilio","Men","caregiven_hours",0
"Xilio","Men","caregiven_hours",22.86
"Xilio","Men","caregiven_hours",8.97
"Xilio","Men","caregiven_hours",13.26
"Xilio","Men","caregiven_hours",11.37
"Xilio","Men","caregiven_hours",15.12
"Xilio","Men","caregiven_hours",14.09
"Xilio","Men","caregiven_hours",8.95
"Xilio","Men","caregiven_hours",11.89
"Xilio","Men","caregiven_hours",5.27
"Xilio","Men","caregiven_hours",14.28
"Xilio","Men","caregiven_hours",7.69
"Xilio","Men","caregiven_hours",22.08
"Xilio","Men","caregiven_hours",1.74
"Xilio","Men","caregiven_hours",7.68
"Xilio","Men","caregiven_hours",14.13
"Xilio","Men","caregiven_hours",12.55
"Xilio","Men","caregiven_hours",7.05
"Xilio","Men","caregiven_hours",5.02
"Xilio","Men","caregiven_hours",10.72
"Xilio","Men","caregiven_hours",9.93
"Xilio","Men","caregiven_hours",1.05
"Xilio","Men","caregiven_hours",10.17
"Xilio","Men","caregiven_hours",10.95
"Xilio","Men","caregiven_hours",10.87
"Xilio","Men","caregiven_hours",4.72
"Xilio","Men","caregiven_hours",12.38
"Xilio","Men","caregiven_hours",16.89
"Xilio","Men","caregiven_hours",12.28
"Xilio","Men","caregiven_hours",4.32
"Xilio","Men","caregiven_hours",7.82
"Xilio","Men","caregiven_hours",11.73
"Xilio","Men","caregiven_hours",6.76
"Xilio","Men","caregiven_hours",0
"Xilio","Men","caregiven_hours",14.42
"Xilio","Men","caregiven_hours",5.85
"Xilio","Men","caregiven_hours",7.13
"Xilio","Men","caregiven_hours",17.52
"Xilio","Men","caregiven_hours",6.13
"Xilio","Men","caregiven_hours",14.23
"Xilio","Men","caregiven_hours",3.7
"Xilio","Men","caregiven_hours",8.23
"Xilio","Men","party_and_hosting_hours",2.85
"Xilio","Men","party_and_hosting_hours",0.66
"Xilio","Men","party_and_hosting_hours",1.73
"Xilio","Men","party_and_hosting_hours",2.94
"Xilio","Men","party_and_hosting_hours",4.34
"Xilio","Men","party_and_hosting_hours",0
"Xilio","Men","party_and_hosting_hours",2.3
"Xilio","Men","party_and_hosting_hours",4.51
"Xilio","Men","party_and_hosting_hours",1.92
"Xilio","Men","party_and_hosting_hours",3.45
"Xilio","Men","party_and_hosting_hours",3.98
"Xilio","Men","party_and_hosting_hours",3.54
"Xilio","Men","party_and_hosting_hours",4.31
"Xilio","Men","party_and_hosting_hours",2.75
"Xilio","Men","party_and_hosting_hours",2.17
"Xilio","Men","party_and_hosting_hours",0
"Xilio","Men","party_and_hosting_hours",2.81
"Xilio","Men","party_and_hosting_hours",3.86
"Xilio","Men","party_and_hosting_hours",4.07
"Xilio","Men","party_and_hosting_hours",1.89
"Xilio","Men","party_and_hosting_hours",6.56
"Xilio","Men","party_and_hosting_hours",3.57
"Xilio","Men","party_and_hosting_hours",3.25
"Xilio","Men","party_and_hosting_hours",5.54
"Xilio","Men","party_and_hosting_hours",1.56
"Xilio","Men","party_and_hosting_hours",2.1
"Xilio","Men","party_and_hosting_hours",7.79
"Xilio","Men","party_and_hosting_hours",3.02
"Xilio","Men","party_and_hosting_hours",6.27
"Xilio","Men","party_and_hosting_hours",0.12
"Xilio","Men","party_and_hosting_hours",2.62
"Xilio","Men","party_and_hosting_hours",3.76
"Xilio","Men","party_and_hosting_hours",3.6
"Xilio","Men","party_and_hosting_hours",0.99
"Xilio","Men","party_and_hosting_hours",3.04
"Xilio","Men","party_and_hosting_hours",0.85
"Xilio","Men","party_and_hosting_hours",4.43
"Xilio","Men","party_and_hosting_hours",5.17
"Xilio","Men","party_and_hosting_hours",0
"Xilio","Men","party_and_hosting_hours",5.47
"Xilio","Men","party_and_hosting_hours",0.52
"Xilio","Men","party_and_hosting_hours",3.91
"Xilio","Men","party_and_hosting_hours",4.32
"Xilio","Men","party_and_hosting_hours",2.6
"Xilio","Men","party_and_hosting_hours",1.71
"Xilio","Men","party_and_hosting_hours",3.33
"Xilio","Men","party_and_hosting_hours",3.88
"Xilio","Men","party_and_hosting_hours",4.77
"Xilio","Men","party_and_hosting_hours",0
"Xilio","Men","party_and_hosting_hours",0
"Xilio","Men","party_and_hosting_hours",5.86
"Xilio","Men","party_and_hosting_hours",5.09
"Xilio","Men","party_and_hosting_hours",3.87
"Xilio","Men","party_and_hosting_hours",4.43
"Xilio","Men","party_and_hosting_hours",4.83
"Xilio","Men","party_and_hosting_hours",0
"Xilio","Men","party_and_hosting_hours",5.22
"Xilio","Men","party_and_hosting_hours",2.03
"Xilio","Men","party_and_hosting_hours",3.46
"Xilio","Men","party_and_hosting_hours",2.41
"Xilio","Men","party_and_hosting_hours",4.74
"Xilio","Men","party_and_hosting_hours",2.3
"Xilio","Men","party_and_hosting_hours",4.04
"Xilio","Men","party_and_hosting_hours",2.22
"Xilio","Men","party_and_hosting_hours",0.81
"Xilio","Men","party_and_hosting_hours",5.42
"Xilio","Men","party_and_hosting_hours",4.48
"Xilio","Men","party_and_hosting_hours",6.45
"Xilio","Men","party_and_hosting_hours",3.13
"Xilio","Men","party_and_hosting_hours",5.25
"Xilio","Men","party_and_hosting_hours",6.95
"Xilio","Men","party_and_hosting_hours",2.44
"Xilio","Men","party_and_hosting_hours",0.35
"Xilio","Men","party_and_hosting_hours",2.52
"Xilio","Men","party_and_hosting_hours",2.57
"Xilio","Men","party_and_hosting_hours",3.3
"Xilio","Men","party_and_hosting_hours",6.42
"Xilio","Men","party_and_hosting_hours",2.35
"Xilio","Men","party_and_hosting_hours",3.75
"Xilio","Men","party_and_hosting_hours",2.54
"Xilio","Men","party_and_hosting_hours",3.04
"Xilio","Men","party_and_hosting_hours",3.63
"Xilio","Men","party_and_hosting_hours",5.66
"Xilio","Men","party_and_hosting_hours",3.24
"Xilio","Men","party_and_hosting_hours",4.43
"Xilio","Men","party_and_hosting_hours",4.56
"Xilio","Men","party_and_hosting_hours",4.83
"Xilio","Men","party_and_hosting_hours",1.85
"Xilio","Men","party_and_hosting_hours",6.25
"Xilio","Men","party_and_hosting_hours",2.24
"Xilio","Men","party_and_hosting_hours",2.79
"Xilio","Men","party_and_hosting_hours",5.81
"Xilio","Men","party_and_hosting_hours",5.59
"Xilio","Men","party_and_hosting_hours",0.82
"Xilio","Men","party_and_hosting_hours",1.25
"Xilio","Men","party_and_hosting_hours",0.28
"Xilio","Men","party_and_hosting_hours",3.36
"Xilio","Men","party_and_hosting_hours",3.33
"Xilio","Men","party_and_hosting_hours",3.73
"Xilio","Men","party_and_hosting_hours",4.1
"Xilio","Men","exercice_hours",0
"Xilio","Men","exercice_hours",0
"Xilio","Men","exercice_hours",12.21
"Xilio","Men","exercice_hours",10.01
"Xilio","Men","exercice_hours",0
"Xilio","Men","exercice_hours",3.24
"Xilio","Men","exercice_hours",0
"Xilio","Men","exercice_hours",0
"Xilio","Men","exercice_hours",5.2
"Xilio","Men","exercice_hours",3.37
"Xilio","Men","exercice_hours",3.22
"Xilio","Men","exercice_hours",5.73
"Xilio","Men","exercice_hours",11.06
"Xilio","Men","exercice_hours",5.64
"Xilio","Men","exercice_hours",0
"Xilio","Men","exercice_hours",0
"Xilio","Men","exercice_hours",2.95
"Xilio","Men","exercice_hours",6.48
"Xilio","Men","exercice_hours",0
"Xilio","Men","exercice_hours",2.53
"Xilio","Men","exercice_hours",11.74
"Xilio","Men","exercice_hours",3.13
"Xilio","Men","exercice_hours",0
"Xilio","Men","exercice_hours",1.79
"Xilio","Men","exercice_hours",12.92
"Xilio","Men","exercice_hours",8.4
"Xilio","Men","exercice_hours",13.89
"Xilio","Men","exercice_hours",5.11
"Xilio","Men","exercice_hours",7.28
"Xilio","Men","exercice_hours",0
"Xilio","Men","exercice_hours",8.84
"Xilio","Men","exercice_hours",0
"Xilio","Men","exercice_hours",0
"Xilio","Men","exercice_hours",5.02
"Xilio","Men","exercice_hours",19.57
"Xilio","Men","exercice_hours",10.41
"Xilio","Men","exercice_hours",13.32
"Xilio","Men","exercice_hours",6.87
"Xilio","Men","exercice_hours",0
"Xilio","Men","exercice_hours",2.38
"Xilio","Men","exercice_hours",1.81
"Xilio","Men","exercice_hours",0.25
"Xilio","Men","exercice_hours",9.63
"Xilio","Men","exercice_hours",0
"Xilio","Men","exercice_hours",10.93
"Xilio","Men","exercice_hours",10.91
"Xilio","Men","exercice_hours",0
"Xilio","Men","exercice_hours",9.12
"Xilio","Men","exercice_hours",23.44
"Xilio","Men","exercice_hours",0
"Xilio","Men","exercice_hours",10.76
"Xilio","Men","exercice_hours",0
"Xilio","Men","exercice_hours",12.89
"Xilio","Men","exercice_hours",6
"Xilio","Men","exercice_hours",17.22
"Xilio","Men","exercice_hours",0
"Xilio","Men","exercice_hours",3.59
"Xilio","Men","exercice_hours",0
"Xilio","Men","exercice_hours",2.42
"Xilio","Men","exercice_hours",0
"Xilio","Men","exercice_hours",0
"Xilio","Men","exercice_hours",8.63
"Xilio","Men","exercice_hours",0
"Xilio","Men","exercice_hours",15.87
"Xilio","Men","exercice_hours",0
"Xilio","Men","exercice_hours",4.81
"Xilio","Men","exercice_hours",8.26
"Xilio","Men","exercice_hours",8.69
"Xilio","Men","exercice_hours",1.59
"Xilio","Men","exercice_hours",4.64
"Xilio","Men","exercice_hours",11.69
"Xilio","Men","exercice_hours",0
"Xilio","Men","exercice_hours",0
"Xilio","Men","exercice_hours",6.56
"Xilio","Men","exercice_hours",0.44
"Xilio","Men","exercice_hours",14.96
"Xilio","Men","exercice_hours",9.39
"Xilio","Men","exercice_hours",4.58
"Xilio","Men","exercice_hours",0
"Xilio","Men","exercice_hours",4.21
"Xilio","Men","exercice_hours",1.47
"Xilio","Men","exercice_hours",3.18
"Xilio","Men","exercice_hours",0
"Xilio","Men","exercice_hours",7.99
"Xilio","Men","exercice_hours",0
"Xilio","Men","exercice_hours",2.19
"Xilio","Men","exercice_hours",7.05
"Xilio","Men","exercice_hours",0
"Xilio","Men","exercice_hours",8.66
"Xilio","Men","exercice_hours",0
"Xilio","Men","exercice_hours",0
"Xilio","Men","exercice_hours",7.72
"Xilio","Men","exercice_hours",10.72
"Xilio","Men","exercice_hours",1.71
"Xilio","Men","exercice_hours",8.03
"Xilio","Men","exercice_hours",0
"Xilio","Men","exercice_hours",2.98
"Xilio","Men","exercice_hours",0
"Xilio","Men","exercice_hours",13.45
"Xilio","Men","exercice_hours",18.88
"Xilio","Men","watching_tv_hours",8.69
"Xilio","Men","watching_tv_hours",5.93
"Xilio","Men","watching_tv_hours",5.92
"Xilio","Men","watching_tv_hours",2.21
"Xilio","Men","watching_tv_hours",7.98
"Xilio","Men","watching_tv_hours",5.47
"Xilio","Men","watching_tv_hours",4.36
"Xilio","Men","watching_tv_hours",2.47
"Xilio","Men","watching_tv_hours",5.25
"Xilio","Men","watching_tv_hours",3.88
"Xilio","Men","watching_tv_hours",5.01
"Xilio","Men","watching_tv_hours",2.96
"Xilio","Men","watching_tv_hours",10.22
"Xilio","Men","watching_tv_hours",5.96
"Xilio","Men","watching_tv_hours",8.69
"Xilio","Men","watching_tv_hours",0
"Xilio","Men","watching_tv_hours",4.87
"Xilio","Men","watching_tv_hours",4.31
"Xilio","Men","watching_tv_hours",2.94
"Xilio","Men","watching_tv_hours",9.87
"Xilio","Men","watching_tv_hours",2.46
"Xilio","Men","watching_tv_hours",6.8
"Xilio","Men","watching_tv_hours",8.12
"Xilio","Men","watching_tv_hours",6.45
"Xilio","Men","watching_tv_hours",3.81
"Xilio","Men","watching_tv_hours",8.35
"Xilio","Men","watching_tv_hours",6.43
"Xilio","Men","watching_tv_hours",3.34
"Xilio","Men","watching_tv_hours",2.53
"Xilio","Men","watching_tv_hours",11.22
"Xilio","Men","watching_tv_hours",4.3
"Xilio","Men","watching_tv_hours",1.36
"Xilio","Men","watching_tv_hours",7.33
"Xilio","Men","watching_tv_hours",6.78
"Xilio","Men","watching_tv_hours",2.62
"Xilio","Men","watching_tv_hours",1.14
"Xilio","Men","watching_tv_hours",5.71
"Xilio","Men","watching_tv_hours",8.85
"Xilio","Men","watching_tv_hours",7.59
"Xilio","Men","watching_tv_hours",4.77
"Xilio","Men","watching_tv_hours",3.91
"Xilio","Men","watching_tv_hours",6.68
"Xilio","Men","watching_tv_hours",6.39
"Xilio","Men","watching_tv_hours",7.57
"Xilio","Men","watching_tv_hours",5.01
"Xilio","Men","watching_tv_hours",8.25
"Xilio","Men","watching_tv_hours",3.92
"Xilio","Men","watching_tv_hours",5.17
"Xilio","Men","watching_tv_hours",7.85
"Xilio","Men","watching_tv_hours",8.47
"Xilio","Men","watching_tv_hours",1.15
"Xilio","Men","watching_tv_hours",6.27
"Xilio","Men","watching_tv_hours",7.52
"Xilio","Men","watching_tv_hours",2.37
"Xilio","Men","watching_tv_hours",7.2
"Xilio","Men","watching_tv_hours",3.93
"Xilio","Men","watching_tv_hours",8.55
"Xilio","Men","watching_tv_hours",7.35
"Xilio","Men","watching_tv_hours",7.92
"Xilio","Men","watching_tv_hours",6.3
"Xilio","Men","watching_tv_hours",8.16
"Xilio","Men","watching_tv_hours",9.45
"Xilio","Men","watching_tv_hours",10.92
"Xilio","Men","watching_tv_hours",5.93
"Xilio","Men","watching_tv_hours",0.38
"Xilio","Men","watching_tv_hours",6.08
"Xilio","Men","watching_tv_hours",6.51
"Xilio","Men","watching_tv_hours",5.61
"Xilio","Men","watching_tv_hours",7.42
"Xilio","Men","watching_tv_hours",8.53
"Xilio","Men","watching_tv_hours",4.71
"Xilio","Men","watching_tv_hours",5.26
"Xilio","Men","watching_tv_hours",6.99
"Xilio","Men","watching_tv_hours",4.62
"Xilio","Men","watching_tv_hours",6.23
"Xilio","Men","watching_tv_hours",1.1
